customer_id,customer_name,phone,age,age_group,gender
C00596,王杰,13850097628,18,13-18岁,女
C00597,刘平,13877891785,9,0-12岁,女
C00598,吴静,13834169988,8,0-12岁,男
C00599,朱娜,13848078151,33,31-45岁,女
C00600,陈娟,13842363352,43,31-45岁,女
C00601,杨超,13819462439,25,19-30岁,女
C00602,陈伟,13858571340,22,19-30岁,男
C00603,陈洋,13826277626,5,0-12岁,男
C00604,朱霞,13876527416,48,46-60岁,女
C00605,周明,13879053834,16,13-18岁,男
C00606,朱静,13835672307,13,13-18岁,女
C00607,赵秀英,13872074162,44,31-45岁,女
C00608,赵艳,13894582708,39,31-45岁,男
C00609,杨秀英,13822072960,22,19-30岁,女
C00610,马秀英,13818825761,36,31-45岁,女
C00611,黄涛,13881668929,55,46-60岁,女
C00612,胡勇,13891253454,34,31-45岁,男
C00613,朱强,13848254536,5,0-12岁,女
C00614,孙磊,13848025699,85,60岁以上,女
C00615,周杰,13813645258,42,31-45岁,男
C00616,刘娟,13828631115,61,60岁以上,男
C00617,张勇,13887426442,10,0-12岁,男
C00618,孙明,13886612724,52,46-60岁,女
C00619,孙杰,13844206845,34,31-45岁,女
C00620,黄静,13846373953,28,19-30岁,男
C00621,赵芳,13873374735,17,13-18岁,女
C00622,王超,13851528901,10,0-12岁,男
C00623,周勇,13820884363,25,19-30岁,女
C00624,朱敏,13871446668,50,46-60岁,男
C00625,朱涛,13841755897,38,31-45岁,男
C00626,李超,13884279605,37,31-45岁,男
C00627,胡涛,13811876409,43,31-45岁,男
C00628,张静,13831306242,5,0-12岁,女
C00629,黄静,13889138547,22,19-30岁,女
C00630,李明,13883557465,41,31-45岁,男
C00631,马军,13835556409,6,0-12岁,男
C00632,杨平,13839512238,21,19-30岁,女
C00633,孙杰,13837808398,49,46-60岁,男
C00634,徐娜,13833686789,31,31-45岁,女
C00635,朱勇,13884801182,5,0-12岁,女
C00636,朱秀英,13865658241,56,46-60岁,女
C00637,黄勇,13811597555,23,19-30岁,男
C00638,徐明,13892447846,38,31-45岁,男
C00639,朱秀英,13870465945,39,31-45岁,女
C00640,张平,13880168758,42,31-45岁,男
C00641,李磊,13828094167,45,31-45岁,女
C00642,徐洋,13873527056,23,19-30岁,男
C00643,刘娜,13867935523,38,31-45岁,女
C00644,黄敏,13832249389,16,13-18岁,男
C00645,马敏,13880947318,33,31-45岁,男
C00646,赵丽,13812344607,70,60岁以上,女
C00647,孙洋,13868328122,36,31-45岁,女
C00648,胡伟,13823162124,38,31-45岁,女
C00649,张勇,13823784374,52,46-60岁,男
C00650,马芳,13889357093,29,19-30岁,女
C00651,陈艳,13854244237,38,31-45岁,男
C00652,杨娟,13830053016,11,0-12岁,女
C00653,王磊,13881707469,47,46-60岁,女
C00654,吴娟,13842201539,32,31-45岁,女
C00655,周丽,13812342548,38,31-45岁,男
C00656,王丽,13852132673,32,31-45岁,女
C00657,李平,13847484173,40,31-45岁,男
C00658,朱杰,13890168011,23,19-30岁,女
C00659,周磊,13859798703,46,46-60岁,女
C00660,赵霞,13899312401,30,19-30岁,女
C00661,王磊,13842273745,13,13-18岁,女
C00662,赵军,13868183222,55,46-60岁,女
C00663,赵军,13850632524,28,19-30岁,男
C00664,徐伟,13871985025,24,19-30岁,男
C00665,胡涛,13817197516,52,46-60岁,女
C00666,胡洋,13847188395,69,60岁以上,女
C00667,徐秀英,13898359386,47,46-60岁,女
C00668,王娜,13832046345,47,46-60岁,女
C00669,赵艳,13897076223,31,31-45岁,女
C00670,周洋,13876831277,64,60岁以上,男
C00671,徐娟,13810258468,23,19-30岁,男
C00672,孙军,13896524764,24,19-30岁,女
C00673,赵洋,13877071215,55,46-60岁,女
C00674,刘杰,13836069350,44,31-45岁,女
C00675,朱明,13829463783,15,13-18岁,女
C00676,李磊,13874208557,32,31-45岁,男
C00677,黄霞,13829322757,31,31-45岁,女
C00678,杨霞,13866372116,59,46-60岁,女
C00679,陈洋,13888887474,40,31-45岁,女
C00680,张杰,13859583743,47,46-60岁,女
C00681,陈伟,13862589548,35,31-45岁,男
C00682,周芳,13881867102,40,31-45岁,男
C00683,胡平,13816191882,37,31-45岁,女
C00684,孙明,13822969436,35,31-45岁,女
C00685,朱洋,13834099199,33,31-45岁,女
C00686,马磊,13879768594,42,31-45岁,女
C00687,周艳,13869737236,39,31-45岁,女
C00688,刘强,13834687217,13,13-18岁,女
C00689,周军,13843269148,51,46-60岁,男
C00690,徐静,13859673369,5,0-12岁,女
C00691,徐敏,13854448618,24,19-30岁,女
C00692,胡芳,13821963787,48,46-60岁,男
C00693,陈涛,13831764743,48,46-60岁,女
C00694,张霞,13854224824,31,31-45岁,女
C00695,杨静,13849293765,33,31-45岁,女
C00696,李洋,13893075956,22,19-30岁,女
C00697,杨娟,13831619345,59,46-60岁,女
C00698,王强,13846994786,12,0-12岁,女
C00699,王秀英,13837808423,42,31-45岁,男
C00700,胡艳,13816607242,19,19-30岁,男
C00701,吴超,13884707297,31,31-45岁,女
C00702,胡军,13855573179,38,31-45岁,女
C00703,朱丽,13841805316,37,31-45岁,男
C00704,陈明,13816145570,52,46-60岁,男
C00705,马洋,13846074075,35,31-45岁,男
C00706,孙勇,13891207614,47,46-60岁,男
C00707,马敏,13859589445,41,31-45岁,女
C00708,赵娜,13857761824,31,31-45岁,女
C00709,王磊,13875344156,31,31-45岁,男
C00710,朱杰,13866349575,25,19-30岁,男
C00711,朱秀英,13842407028,47,46-60岁,男
C00712,杨娜,13894973749,14,13-18岁,女
C00713,马杰,13883525591,19,19-30岁,女
C00714,张军,13848116141,18,13-18岁,男
C00715,吴敏,13842735538,66,60岁以上,男
C00716,赵艳,13897124722,52,46-60岁,女
C00717,徐军,13866797579,5,0-12岁,女
C00718,周杰,13867543800,29,19-30岁,女
C00719,朱艳,13883615199,5,0-12岁,男
C00720,李磊,13829148365,37,31-45岁,女
C00721,赵伟,13826614664,54,46-60岁,男
C00722,周秀英,13816803524,51,46-60岁,男
C00723,杨平,13832922538,46,46-60岁,男
C00724,刘娜,13897522903,14,13-18岁,女
C00725,徐涛,13881064171,34,31-45岁,女
C00726,胡洋,13821518619,47,46-60岁,男
C00727,徐娟,13878713972,33,31-45岁,女
C00728,李静,13880321992,43,31-45岁,女
C00729,张芳,13874261389,35,31-45岁,男
C00730,陈明,13828559125,23,19-30岁,女
C00731,李敏,13824818256,17,13-18岁,男
C00732,刘秀英,13814514093,29,19-30岁,女
C00733,王杰,13895668951,23,19-30岁,女
C00734,赵艳,13855955559,48,46-60岁,男
C00735,徐秀英,13811392424,12,0-12岁,女
C00736,黄霞,13897087043,27,19-30岁,男
C00737,孙静,13810185821,25,19-30岁,男
C00738,胡娟,13836068846,5,0-12岁,女
C00739,徐敏,13873589319,59,46-60岁,女
C00740,朱明,13858557547,55,46-60岁,男
C00741,周娟,13873616693,25,19-30岁,女
C00742,陈芳,13871601517,5,0-12岁,女
C00743,孙艳,13848026808,35,31-45岁,男
C00744,刘涛,13881627241,41,31-45岁,女
C00745,赵磊,13873095117,18,13-18岁,男
C00746,朱艳,13825187163,16,13-18岁,男
C00747,李艳,13845543849,38,31-45岁,女
C00748,吴艳,13827422306,20,19-30岁,女
C00749,张杰,13851956178,49,46-60岁,女
C00750,陈强,13886193642,62,60岁以上,男
C00751,李涛,13822712813,44,31-45岁,女
C00752,李强,13834615120,41,31-45岁,男
C00753,徐平,13818168304,10,0-12岁,男
C00754,张芳,13829208817,62,60岁以上,男
C00755,马勇,13889679367,28,19-30岁,女
C00756,刘静,13859371369,42,31-45岁,女
C00757,马霞,13823648294,48,46-60岁,女
C00758,刘娜,13846763426,29,19-30岁,女
C00759,朱秀英,13851383424,35,31-45岁,女
C00760,刘霞,13850179560,33,31-45岁,女
C00761,刘磊,13864855164,33,31-45岁,男
C00762,杨静,13858979252,30,19-30岁,男
C00763,马平,13825512629,43,31-45岁,女
C00764,张军,13823615370,10,0-12岁,女
C00765,朱静,13829931869,51,46-60岁,女
C00766,王秀英,13816021690,22,19-30岁,女
C00767,陈丽,13887869024,10,0-12岁,男
C00768,李伟,13850273912,28,19-30岁,女
C00769,王伟,13838179636,54,46-60岁,女
C00770,杨磊,13863079933,46,46-60岁,男
C00771,周勇,13866688697,70,60岁以上,女
C00772,张丽,13888298352,21,19-30岁,男
C00773,陈芳,13859709003,5,0-12岁,男
C00774,王娟,13882964074,64,60岁以上,男
C00775,吴敏,13861031644,12,0-12岁,女
C00776,孙娜,13830681241,49,46-60岁,女
C00777,赵涛,13818026059,45,31-45岁,男
C00778,马艳,13811953187,52,46-60岁,男
C00779,吴霞,13894681060,85,60岁以上,男
C00780,李涛,13849277296,57,46-60岁,女
C00781,吴磊,13871212200,46,46-60岁,女
C00782,周芳,13838548024,24,19-30岁,男
C00783,孙超,13835948206,54,46-60岁,男
C00784,陈涛,13810867219,5,0-12岁,女
C00785,徐伟,13837732700,27,19-30岁,男
C00786,张明,13878152647,63,60岁以上,男
C00787,朱杰,13857575384,52,46-60岁,男
C00788,黄敏,13857338081,51,46-60岁,女
C00789,赵涛,13893068178,40,31-45岁,男
C00790,李娜,13832944630,19,19-30岁,男
C00791,杨平,13855076783,21,19-30岁,女
C00792,王娜,13866289328,22,19-30岁,男
C00793,王军,13873186097,59,46-60岁,男
C00794,周霞,13866185236,5,0-12岁,女
C00795,吴勇,13812046552,44,31-45岁,女
C00796,黄平,13853903687,74,60岁以上,女
C00797,吴洋,13861261816,16,13-18岁,女
C00798,赵超,13811922776,35,31-45岁,女
C00799,周娟,13883744700,42,31-45岁,男
C00800,李敏,13848937811,50,46-60岁,女
C00801,朱秀英,13877734816,30,19-30岁,女
C00802,孙强,13854341658,64,60岁以上,女
C00803,黄涛,13847645637,33,31-45岁,女
C00804,胡磊,13878019575,53,46-60岁,男
C00805,黄勇,13844069923,50,46-60岁,女
C00806,朱涛,13857805177,5,0-12岁,男
C00807,黄娟,13870791634,29,19-30岁,男
C00808,孙敏,13810029397,59,46-60岁,男
C00809,杨娟,13866268739,31,31-45岁,女
C00810,杨军,13872399026,23,19-30岁,男
C00811,杨静,13816708291,40,31-45岁,男
C00812,徐明,13861676255,40,31-45岁,男
C00813,李娜,13838544792,56,46-60岁,男
C00814,朱娜,13863308871,84,60岁以上,女
C00815,李娟,13839429411,63,60岁以上,男
C00816,李艳,13819902812,15,13-18岁,女
C00817,马静,13846458081,38,31-45岁,男
C00818,吴芳,13845164340,51,46-60岁,女
C00819,周秀英,13869448404,59,46-60岁,男
C00820,吴勇,13826297859,5,0-12岁,女
C00821,徐敏,13848013561,41,31-45岁,男
C00822,黄艳,13813701857,63,60岁以上,男
C00823,朱娟,13853345290,33,31-45岁,女
C00824,朱芳,13872047111,44,31-45岁,男
C00825,陈平,13839158957,16,13-18岁,男
C00826,陈艳,13822308647,47,46-60岁,女
C00827,李霞,13899604748,17,13-18岁,男
C00828,吴强,13820935500,60,46-60岁,女
C00829,王明,13828371689,43,31-45岁,女
C00830,刘敏,13831031365,55,46-60岁,女
C00831,杨秀英,13851727033,47,46-60岁,女
C00832,杨敏,13833782205,29,19-30岁,女
C00833,马军,13824745460,45,31-45岁,男
C00834,周磊,13873963828,53,46-60岁,男
C00835,马娟,13855947644,34,31-45岁,男
C00836,朱秀英,13811651919,32,31-45岁,女
C00837,马平,13897065804,41,31-45岁,女
C00838,周秀英,13810676660,54,46-60岁,女
C00839,张平,13880828832,66,60岁以上,男
C00840,胡军,13832587039,26,19-30岁,男
C00841,张丽,13842622338,60,46-60岁,男
C00842,陈洋,13867803827,7,0-12岁,女
C00843,胡勇,13888455383,32,31-45岁,男
C00844,杨伟,13839614226,55,46-60岁,女
C00845,王静,13847164414,45,31-45岁,女
C00846,周杰,13839043505,32,31-45岁,女
C00847,李静,13873362678,48,46-60岁,男
C00848,孙伟,13880865749,45,31-45岁,男
C00849,李超,13823192141,31,31-45岁,女
C00850,刘杰,13836908323,12,0-12岁,女
C00851,黄涛,13899963789,15,13-18岁,女
C00852,杨丽,13886059135,29,19-30岁,男
C00853,杨洋,13881296021,64,60岁以上,女
C00854,孙勇,13833877582,48,46-60岁,女
C00855,马霞,13882122262,14,13-18岁,女
C00856,周娜,13883827231,46,46-60岁,女
C00857,胡芳,13822571464,30,19-30岁,女
C00858,王丽,13877748431,29,19-30岁,女
C00859,马平,13867504856,27,19-30岁,女
C00860,张娜,13870345589,40,31-45岁,男
C00861,陈涛,13837757628,31,31-45岁,女
C00862,徐娟,13889729775,7,0-12岁,男
C00863,赵平,13893011191,50,46-60岁,男
C00864,赵娟,13818617711,23,19-30岁,男
C00865,陈强,13898282036,21,19-30岁,男
C00866,马超,13831486457,11,0-12岁,男
C00867,李艳,13885423011,34,31-45岁,女
C00868,黄敏,13883572289,19,19-30岁,女
C00869,陈霞,13841836462,41,31-45岁,男
C00870,赵超,13843183782,16,13-18岁,男
C00871,徐洋,13862081687,13,13-18岁,女
C00872,张磊,13860679080,5,0-12岁,女
C00873,黄平,13857748692,42,31-45岁,女
C00874,张伟,13834405135,5,0-12岁,男
C00875,刘洋,13814464915,34,31-45岁,女
C00876,刘静,13822347587,9,0-12岁,男
C00877,马军,13865581186,30,19-30岁,女
C00878,陈勇,13835352932,53,46-60岁,女
C00879,李伟,13828811269,35,31-45岁,女
C00880,赵娟,13871392574,59,46-60岁,女
C00881,王静,13842622445,19,19-30岁,女
C00882,黄秀英,13810526570,52,46-60岁,男
C00883,孙磊,13895977855,42,31-45岁,女
C00884,吴秀英,13854821698,27,19-30岁,男
C00885,朱艳,13888691307,44,31-45岁,女
C00886,李杰,13858204558,64,60岁以上,女
C00887,朱芳,13839859112,47,46-60岁,女
C00888,黄伟,13813363979,59,46-60岁,男
C00889,赵娜,13841296447,22,19-30岁,女
C00890,朱勇,13852048446,30,19-30岁,男
C00891,周娟,13858769102,23,19-30岁,男
C00892,周杰,13893476592,21,19-30岁,女
C00893,孙娟,13886784357,59,46-60岁,女
C00894,陈敏,13877511497,45,31-45岁,男
C00895,黄伟,13826477992,28,19-30岁,女
C00896,杨丽,13877711142,41,31-45岁,女
C00897,马平,13880695512,44,31-45岁,女
C00898,赵艳,13836962717,85,60岁以上,女
C00899,李娟,13847914871,46,46-60岁,男
C00900,朱敏,13825044308,48,46-60岁,男
C00901,刘娟,13843034113,7,0-12岁,男
C00902,周杰,13888507416,48,46-60岁,男
C00903,吴娜,13896155485,55,46-60岁,男
C00904,黄洋,13891009684,38,31-45岁,女
C00905,孙勇,13853227999,62,60岁以上,男
C00906,刘勇,13882822874,37,31-45岁,女
C00907,马丽,13820518538,65,60岁以上,女
C00908,李超,13873203105,54,46-60岁,男
C00909,徐敏,13822516366,43,31-45岁,男
C00910,吴超,13872266305,70,60岁以上,男
C00911,刘艳,13858915992,27,19-30岁,男
C00912,杨静,13838637603,20,19-30岁,男
C00913,刘敏,13811838755,46,46-60岁,男
C00914,王军,13877979728,31,31-45岁,女
C00915,刘丽,13890025247,11,0-12岁,女
C00916,周静,13843541270,50,46-60岁,男
C00917,马娜,13873053398,27,19-30岁,男
C00918,王明,13882995182,45,31-45岁,男
C00919,赵霞,13857654970,32,31-45岁,男
C00920,马霞,13865521627,17,13-18岁,男
C00921,赵霞,13833416884,39,31-45岁,女
C00922,徐平,13812493925,65,60岁以上,女
C00923,杨勇,13836728279,13,13-18岁,男
C00924,王涛,13896622987,30,19-30岁,女
C00925,李明,13884095440,69,60岁以上,女
C00926,赵洋,13847837646,38,31-45岁,男
C00927,马军,13827161310,30,19-30岁,男
C00928,周芳,13855382260,38,31-45岁,女
C00929,杨超,13886169551,40,31-45岁,男
C00930,李洋,13868983011,30,19-30岁,男
C00931,赵涛,13870788036,40,31-45岁,女
C00932,张芳,13849613504,41,31-45岁,男
C00933,杨洋,13876862587,22,19-30岁,男
C00934,李娜,13818966558,48,46-60岁,男
C00935,周平,13878372449,35,31-45岁,女
C00936,吴杰,13851179869,38,31-45岁,女
C00937,赵霞,13869045624,26,19-30岁,女
C00938,吴芳,13898481165,42,31-45岁,男
C00939,赵霞,13875098693,57,46-60岁,男
C00940,徐强,13845808962,33,31-45岁,女
C00941,杨平,13889841406,19,19-30岁,女
C00942,赵超,13871698982,23,19-30岁,男
C00943,王芳,13872897928,14,13-18岁,女
C00944,赵敏,13885665670,29,19-30岁,女
C00945,马勇,13829392635,24,19-30岁,女
C00946,孙娜,13872652895,39,31-45岁,男
C00947,吴丽,13820736184,51,46-60岁,男
C00948,张磊,13883312956,32,31-45岁,男
C00949,孙涛,13893785827,13,13-18岁,女
C00950,赵超,13855243284,27,19-30岁,女
C00951,吴平,13848544558,29,19-30岁,男
C00952,王艳,13848477726,23,19-30岁,女
C00953,杨洋,13881195066,39,31-45岁,男
C00954,黄娟,13898496316,47,46-60岁,女
C00955,马勇,13885497316,14,13-18岁,女
C00956,徐平,13890692657,5,0-12岁,男
C00957,张勇,13830539479,39,31-45岁,男
C00958,李勇,13824477009,28,19-30岁,女
C00959,李秀英,13836717519,47,46-60岁,男
C00960,徐杰,13841774722,5,0-12岁,女
C00961,陈军,13818081725,15,13-18岁,女
C00962,孙平,13887012216,56,46-60岁,男
C00963,朱静,13866348483,22,19-30岁,男
C00964,杨娜,13812242814,50,46-60岁,男
C00965,周静,13839313971,31,31-45岁,男
C00966,胡艳,13884153415,52,46-60岁,男
C00967,陈杰,13877822048,46,46-60岁,女
C00968,王平,13893078905,50,46-60岁,男
C00969,孙娜,13883815780,46,46-60岁,男
C00970,陈秀英,13847923941,25,19-30岁,女
C00971,黄勇,13871976450,32,31-45岁,男
C00972,朱静,13868742553,48,46-60岁,女
C00973,徐超,13894307447,22,19-30岁,女
C00974,李娟,13868777785,53,46-60岁,男
C00975,吴艳,13829025670,78,60岁以上,男
C00976,张艳,13830591140,58,46-60岁,女
C00977,陈丽,13854712827,24,19-30岁,女
C00978,刘勇,13869561089,46,46-60岁,男
C00979,马明,13875436901,5,0-12岁,女
C00980,刘磊,13871248347,24,19-30岁,女
C00981,王静,13865558954,5,0-12岁,男
C00982,李洋,13840925159,22,19-30岁,男
C00983,朱敏,13859335926,36,31-45岁,男
C00984,吴秀英,13839655319,50,46-60岁,女
C00985,朱超,13829097364,63,60岁以上,男
C00986,张勇,13816911931,19,19-30岁,男
C00987,胡平,13873824406,40,31-45岁,女
C00988,王平,13820322311,20,19-30岁,女
C00989,黄静,13877814748,15,13-18岁,男
C00990,王丽,13828596929,29,19-30岁,男
C00991,朱平,13896816308,16,13-18岁,女
C00992,马丽,13812876953,35,31-45岁,男
C00993,孙涛,13891516983,73,60岁以上,女
C00994,张娟,13884691244,17,13-18岁,男
C00995,杨磊,13895324398,23,19-30岁,男
C00996,赵平,13894973654,27,19-30岁,男
C00997,陈涛,13856546300,9,0-12岁,女
C00998,刘秀英,13865057553,34,31-45岁,男
C00999,刘洋,13868562015,47,46-60岁,女
C01000,马明,13897453350,34,31-45岁,男
C01001,胡强,13855637897,40,31-45岁,男
C01002,杨霞,13866726593,17,13-18岁,女
C01003,赵涛,13828819713,17,13-18岁,男
C01004,马洋,13848096807,30,19-30岁,男
C01005,马杰,13824096197,15,13-18岁,男
C01006,吴超,13897183172,69,60岁以上,男
C01007,黄丽,13888254981,47,46-60岁,女
C01008,朱强,13854277135,5,0-12岁,女
C01009,马平,13886979386,6,0-12岁,男
C01010,王军,13890445218,50,46-60岁,男
C01011,张明,13868746581,30,19-30岁,男
C01012,朱艳,13847898148,44,31-45岁,女
C01013,吴敏,13889404866,33,31-45岁,男
C01014,孙超,13816157911,5,0-12岁,女
C01015,朱敏,13862293237,18,13-18岁,女
C01016,陈娜,13819357394,59,46-60岁,女
C01017,马丽,13887744861,37,31-45岁,女
C01018,陈涛,13859325603,51,46-60岁,男
C01019,胡超,13887545078,27,19-30岁,女
C01020,王娟,13850423575,5,0-12岁,女
C01021,李磊,13886049320,57,46-60岁,男
C01022,朱涛,13884935103,41,31-45岁,男
C01023,胡艳,13865948531,41,31-45岁,女
C01024,胡伟,13826444144,18,13-18岁,女
C01025,黄芳,13873314512,37,31-45岁,男
C01026,黄超,13831586162,31,31-45岁,男
C01027,杨磊,13812988244,34,31-45岁,女
C01028,黄娜,13853063799,17,13-18岁,男
C01029,杨磊,13828023657,56,46-60岁,女
C01030,张勇,13839491941,76,60岁以上,女
C01031,胡敏,13824664957,17,13-18岁,女
C01032,朱勇,13812625362,42,31-45岁,女
C01033,马静,13826526540,22,19-30岁,男
C01034,王芳,13815995815,55,46-60岁,男
C01035,陈明,13865997448,48,46-60岁,女
C01036,孙静,13883829982,53,46-60岁,男
C01037,马明,13819208008,5,0-12岁,女
C01038,赵平,13833814618,51,46-60岁,女
C01039,张娜,13819461506,14,13-18岁,女
C01040,张军,13877199435,5,0-12岁,男
C01041,刘静,13845902192,5,0-12岁,男
C01042,吴平,13824641390,13,13-18岁,女
C01043,吴娟,13822112539,19,19-30岁,女
C01044,李洋,13896939921,25,19-30岁,男
C01045,刘洋,13853861919,32,31-45岁,女
C01046,李芳,13899476930,27,19-30岁,女
C01047,刘娟,13815072436,31,31-45岁,男
C01048,徐平,13897508354,49,46-60岁,男
C01049,赵娜,13860379111,43,31-45岁,女
C01050,李明,13847158837,77,60岁以上,男
C01051,周秀英,13824787396,9,0-12岁,男
C01052,张超,13814413646,16,13-18岁,男
C01053,周磊,13836459210,62,60岁以上,女
C01054,孙静,13889336476,6,0-12岁,男
C01055,陈娟,13844941904,44,31-45岁,女
C01056,张平,13821849938,58,46-60岁,男
C01057,杨磊,13849561171,70,60岁以上,男
C01058,周娟,13833061421,20,19-30岁,男
C01059,王娜,13856757748,24,19-30岁,男
C01060,吴艳,13824734243,33,31-45岁,女
C01061,李超,13868826982,5,0-12岁,女
C01062,吴超,13894159411,7,0-12岁,男
C01063,马超,13875598620,27,19-30岁,女
C01064,吴伟,13866734124,34,31-45岁,女
C01065,黄明,13848549134,47,46-60岁,男
C01066,张杰,13865063395,14,13-18岁,男
C01067,杨军,13843651588,5,0-12岁,女
C01068,孙伟,13841387663,60,46-60岁,女
C01069,杨娜,13815569022,35,31-45岁,女
C01070,杨磊,13845674899,13,13-18岁,男
C01071,孙敏,13828137256,45,31-45岁,女
C01072,马霞,13833132231,44,31-45岁,女
C01073,孙勇,13826894917,26,19-30岁,男
C01074,王芳,13839364862,31,31-45岁,女
C01075,杨秀英,13866494261,40,31-45岁,男
C01076,杨丽,13828192342,37,31-45岁,女
C01077,朱涛,13852067280,14,13-18岁,男
C01078,孙明,13882351813,66,60岁以上,女
C01079,徐丽,13836534340,44,31-45岁,男
C01080,马静,13821419558,36,31-45岁,男
C01081,李涛,13852705683,18,13-18岁,男
C01082,张洋,13827844510,38,31-45岁,女
C01083,刘芳,13856588082,35,31-45岁,女
C01084,马强,13886078669,35,31-45岁,男
C01085,胡芳,13898902312,24,19-30岁,女
C01086,杨洋,13839384197,49,46-60岁,男
C01087,吴杰,13866022191,20,19-30岁,女
C01088,朱秀英,13823667453,42,31-45岁,男
C01089,赵军,13898763887,58,46-60岁,男
C01090,张强,13850863261,46,46-60岁,女
C01091,陈艳,13860142375,24,19-30岁,男
C01092,朱芳,13814904729,13,13-18岁,女
C01093,朱勇,13860142882,33,31-45岁,女
C01094,陈敏,13865854159,12,0-12岁,女
C01095,马艳,13820733387,34,31-45岁,女
C01096,黄杰,13853403156,32,31-45岁,男
C01097,孙涛,13877722627,36,31-45岁,女
C01098,胡杰,13880802985,9,0-12岁,男
C01099,杨丽,13832968164,34,31-45岁,女
C01100,赵明,13870602677,30,19-30岁,男
C01101,杨超,13822486650,38,31-45岁,女
C01102,陈娜,13880367487,16,13-18岁,女
C01103,孙娟,13834765603,34,31-45岁,男
C01104,李娟,13845531220,35,31-45岁,女
C01105,周丽,13866188209,63,60岁以上,男
C01106,吴洋,13828718915,27,19-30岁,女
C01107,杨敏,13892368813,14,13-18岁,女
C01108,李勇,13882378016,5,0-12岁,男
C01109,徐洋,13860515476,8,0-12岁,女
C01110,陈涛,13815152191,36,31-45岁,女
C01111,周娟,13817877222,33,31-45岁,女
C01112,王涛,13848414676,52,46-60岁,女
C01113,杨涛,13885335616,46,46-60岁,男
C01114,张艳,13867308465,28,19-30岁,女
C01115,周娟,13886759264,71,60岁以上,女
C01116,陈芳,13815711790,35,31-45岁,女
C01117,李杰,13832445086,7,0-12岁,男
C01118,杨超,13817988601,9,0-12岁,男
C01119,马丽,13817312129,33,31-45岁,女
C01120,张静,13839339516,43,31-45岁,男
C01121,朱平,13823904389,7,0-12岁,女
C01122,徐涛,13832634432,23,19-30岁,男
C01123,张静,13873268088,42,31-45岁,女
C01124,李磊,13867318686,39,31-45岁,男
C01125,马艳,13861095327,37,31-45岁,女
C01126,杨杰,13847937738,36,31-45岁,女
C01127,周芳,13876914992,49,46-60岁,女
C01128,周静,13819137358,27,19-30岁,女
C01129,徐涛,13880375994,27,19-30岁,男
C01130,杨艳,13863087221,32,31-45岁,男
C01131,赵娜,13828948389,39,31-45岁,女
C01132,周静,13873224183,24,19-30岁,男
C01133,吴艳,13823359181,53,46-60岁,男
C01134,黄勇,13813784829,50,46-60岁,男
C01135,徐军,13841584624,33,31-45岁,女
C01136,刘敏,13864177004,34,31-45岁,女
C01137,张丽,13868181382,61,60岁以上,男
C01138,赵超,13824127146,5,0-12岁,女
C01139,黄秀英,13839396969,56,46-60岁,男
C01140,李军,13858134569,54,46-60岁,男
C01141,马军,13879478943,36,31-45岁,女
C01142,孙涛,13857976068,38,31-45岁,男
C01143,刘平,13829077924,25,19-30岁,女
C01144,陈明,13851748265,59,46-60岁,男
C01145,刘敏,13847755645,25,19-30岁,男
C01146,王娜,13854353644,34,31-45岁,男
C01147,赵丽,13884409633,42,31-45岁,男
C01148,胡涛,13815967054,50,46-60岁,男
C01149,李勇,13825517852,49,46-60岁,女
C01150,徐艳,13869539456,32,31-45岁,女
C01151,孙娜,13837213925,5,0-12岁,女
C01152,吴秀英,13881047240,36,31-45岁,女
C01153,陈洋,13884502706,15,13-18岁,女
C01154,朱丽,13821284510,20,19-30岁,男
C01155,孙丽,13837414020,33,31-45岁,女
C01156,马艳,13893621294,26,19-30岁,女
C01157,吴磊,13814983809,40,31-45岁,女
C01158,李强,13847793118,42,31-45岁,女
C01159,马静,13876379243,39,31-45岁,女
C01160,刘明,13828203964,5,0-12岁,女
C01161,张艳,13884658602,27,19-30岁,男
C01162,吴霞,13841997103,50,46-60岁,男
C01163,杨涛,13892746077,37,31-45岁,女
C01164,马秀英,13889959802,14,13-18岁,男
C01165,王平,13831737568,41,31-45岁,女
C01166,胡娜,13870808325,34,31-45岁,男
C01167,李洋,13854932230,15,13-18岁,女
C01168,黄明,13823012910,15,13-18岁,男
C01169,吴娟,13837577464,43,31-45岁,女
C01170,马娟,13873629683,26,19-30岁,男
C01171,朱霞,13815856823,8,0-12岁,女
C01172,李静,13815344462,33,31-45岁,男
C01173,杨娜,13879576325,17,13-18岁,女
C01174,赵涛,13895185703,16,13-18岁,女
C01175,徐超,13828616269,25,19-30岁,女
C01176,杨静,13893201437,18,13-18岁,男
C01177,胡秀英,13819016398,58,46-60岁,女
C01178,徐霞,13876044918,27,19-30岁,女
C01179,王静,13897589895,28,19-30岁,男
C01180,黄超,13841408996,32,31-45岁,女
C01181,胡芳,13899978798,35,31-45岁,男
C01182,朱敏,13890924225,58,46-60岁,女
C01183,吴静,13837287726,60,46-60岁,女
C01184,陈丽,13874304114,59,46-60岁,男
C01185,王勇,13835654174,12,0-12岁,女
C01186,胡磊,13841615321,15,13-18岁,女
C01187,杨超,13850786801,6,0-12岁,女
C01188,胡洋,13851519911,40,31-45岁,女
C01189,朱娜,13868404565,54,46-60岁,男
C01190,陈强,13824659321,26,19-30岁,男
C01191,徐秀英,13846728382,5,0-12岁,男
